lang,sentenceId,origSentenceId,docId,docPos
de,22,1941,reuters.126785,27
ro,22,774,reuters.126785,27
cs,23,2348,reuters.126785,28
de,23,1942,reuters.126785,28
ro,23,775,reuters.126785,28
cs,24,2349,reuters.126785,29
de,24,1943,reuters.126785,29
ro,24,776,reuters.126785,29
cs,25,2350,reuters.126785,30
de,25,1944,reuters.126785,30
ro,25,777,reuters.126785,30
cs,26,1106,guardian.80584,1
de,26,956,guardian.80584,1
ro,26,433,guardian.80584,1
cs,27,1107,guardian.80584,2
de,27,957,guardian.80584,2
ro,27,434,guardian.80584,2
cs,28,1108,guardian.80584,3
de,28,958,guardian.80584,3
ro,28,435,guardian.80584,3
cs,29,1109,guardian.80584,4
de,29,959,guardian.80584,4
ro,29,436,guardian.80584,4
cs,30,1110,guardian.80584,5
de,30,960,guardian.80584,5
ro,30,437,guardian.80584,5
cs,31,1111,guardian.80584,6
de,31,961,guardian.80584,6
ro,31,438,guardian.80584,6
cs,32,1112,guardian.80584,7
de,32,962,guardian.80584,7
ro,32,439,guardian.80584,7
cs,33,1117,guardian.80584,12
de,33,967,guardian.80584,12
ro,33,444,guardian.80584,12
cs,34,1119,guardian.80584,14
de,34,969,guardian.80584,14
ro,34,446,guardian.80584,14
cs,35,1120,guardian.80584,15
de,35,970,guardian.80584,15
ro,35,447,guardian.80584,15
cs,36,1121,guardian.80584,16
de,36,971,guardian.80584,16
ro,36,448,guardian.80584,16
cs,37,1123,guardian.80584,18
de,37,973,guardian.80584,18
ro,37,450,guardian.80584,18
cs,38,1124,guardian.80584,19
de,38,974,guardian.80584,19
ro,38,451,guardian.80584,19
cs,39,1125,guardian.80584,20
de,39,975,guardian.80584,20
ro,39,452,guardian.80584,20
cs,40,1126,guardian.80584,21
de,40,976,guardian.80584,21
ro,40,453,guardian.80584,21
cs,41,1127,guardian.80584,22
de,41,977,guardian.80584,22
ro,41,454,guardian.80584,22
cs,42,1128,guardian.80584,23
de,42,978,guardian.80584,23
ro,42,455,guardian.80584,23
cs,43,1130,guardian.80584,25
de,43,980,guardian.80584,25
ro,43,457,guardian.80584,25
cs,44,2366,rt.com.28308,1
de,44,1965,rt.com.28308,1
ro,44,793,rt.com.28308,1
cs,45,2369,rt.com.28308,4
de,45,1968,rt.com.28308,4
ro,45,796,rt.com.28308,4
cs,46,2370,rt.com.28308,5
de,46,1969,rt.com.28308,5
ro,46,797,rt.com.28308,5
cs,47,2371,rt.com.28308,6
de,47,1970,rt.com.28308,6
ro,47,798,rt.com.28308,6
cs,48,2372,rt.com.28308,7
de,48,1971,rt.com.28308,7
ro,48,799,rt.com.28308,7
cs,49,2373,rt.com.28308,8
de,49,1972,rt.com.28308,8
ro,49,800,rt.com.28308,8
cs,50,2374,rt.com.28308,9
de,50,1973,rt.com.28308,9
ro,50,801,rt.com.28308,9
cs,51,2375,rt.com.28308,10
de,51,1974,rt.com.28308,10
ro,51,802,rt.com.28308,10
cs,52,2376,rt.com.28308,11
de,52,1975,rt.com.28308,11
ro,52,803,rt.com.28308,11
cs,53,2377,rt.com.28308,12
de,53,1976,rt.com.28308,12
ro,53,804,rt.com.28308,12
cs,54,2378,rt.com.28308,13
de,54,1977,rt.com.28308,13
ro,54,805,rt.com.28308,13
cs,55,2379,rt.com.28308,14
de,55,1978,rt.com.28308,14
ro,55,806,rt.com.28308,14
cs,56,2381,rt.com.28308,16
de,56,1980,rt.com.28308,16
ro,56,808,rt.com.28308,16
cs,57,2383,rt.com.28308,18
de,57,1982,rt.com.28308,18
ro,57,810,rt.com.28308,18
cs,58,2384,rt.com.28308,19
de,58,1983,rt.com.28308,19
ro,58,811,rt.com.28308,19
cs,59,2385,rt.com.28308,20
de,59,1984,rt.com.28308,20
ro,59,812,rt.com.28308,20
cs,60,2386,rt.com.28308,21
de,60,1985,rt.com.28308,21
ro,60,813,rt.com.28308,21
cs,61,2387,rt.com.28308,22
de,61,1986,rt.com.28308,22
ro,61,814,rt.com.28308,22
cs,62,2388,rt.com.28308,23
de,62,1987,rt.com.28308,23
ro,62,815,rt.com.28308,23
cs,63,2389,rt.com.28308,24
de,63,1988,rt.com.28308,24
ro,63,816,rt.com.28308,24
cs,64,2390,rt.com.28308,25
de,64,1989,rt.com.28308,25
ro,64,817,rt.com.28308,25
cs,65,2391,rt.com.28308,26
de,65,1990,rt.com.28308,26
ro,65,818,rt.com.28308,26
cs,66,2392,rt.com.28308,27
de,66,1991,rt.com.28308,27
ro,66,819,rt.com.28308,27
cs,67,2393,rt.com.28308,28
de,67,1992,rt.com.28308,28
ro,67,820,rt.com.28308,28
cs,68,79,abcnews.151610,1
de,68,88,abcnews.151610,1
ro,68,1,abcnews.151610,1
cs,69,85,abcnews.151623,1
de,69,94,abcnews.151623,1
ro,69,7,abcnews.151623,1
cs,70,86,abcnews.151623,2
de,70,95,abcnews.151623,2
ro,70,8,abcnews.151623,2
cs,71,87,abcnews.151623,3
de,71,96,abcnews.151623,3
ro,71,9,abcnews.151623,3
cs,72,88,abcnews.151623,4
de,72,97,abcnews.151623,4
ro,72,10,abcnews.151623,4
cs,73,89,abcnews.151623,5
de,73,98,abcnews.151623,5
ro,73,11,abcnews.151623,5
cs,74,91,abcnews.151623,7
de,74,100,abcnews.151623,7
ro,74,13,abcnews.151623,7
cs,75,92,abcnews.151623,8
de,75,101,abcnews.151623,8
ro,75,14,abcnews.151623,8
cs,76,94,abcnews.151623,10
de,76,103,abcnews.151623,10
ro,76,16,abcnews.151623,10
cs,77,96,abcnews.151623,12
de,77,105,abcnews.151623,12
ro,77,18,abcnews.151623,12
cs,78,97,abcnews.151623,13
de,78,106,abcnews.151623,13
ro,78,19,abcnews.151623,13
cs,79,98,abcnews.151623,14
de,79,107,abcnews.151623,14
ro,79,20,abcnews.151623,14
cs,80,99,abcnews.151623,15
de,80,108,abcnews.151623,15
ro,80,21,abcnews.151623,15
cs,81,100,abcnews.151623,16
de,81,109,abcnews.151623,16
ro,81,22,abcnews.151623,16
cs,82,101,abcnews.151623,17
de,82,110,abcnews.151623,17
ro,82,23,abcnews.151623,17
cs,83,102,abcnews.151623,18
de,83,111,abcnews.151623,18
ro,83,24,abcnews.151623,18
cs,84,103,abcnews.151623,19
de,84,112,abcnews.151623,19
ro,84,25,abcnews.151623,19
cs,85,104,abcnews.151623,20
de,85,113,abcnews.151623,20
ro,85,26,abcnews.151623,20
cs,86,105,abcnews.151623,21
de,86,114,abcnews.151623,21
ro,86,27,abcnews.151623,21
cs,87,106,abcnews.151623,22
de,87,115,abcnews.151623,22
ro,87,28,abcnews.151623,22
cs,88,107,abcnews.151623,23
de,88,116,abcnews.151623,23
ro,88,29,abcnews.151623,23
cs,89,109,abcnews.151623,25
de,89,118,abcnews.151623,25
ro,89,31,abcnews.151623,25
cs,90,110,abcnews.151623,26
de,90,119,abcnews.151623,26
ro,90,32,abcnews.151623,26
cs,91,111,abcnews.151623,27
de,91,120,abcnews.151623,27
ro,91,33,abcnews.151623,27
cs,92,112,abcnews.151623,28
de,92,121,abcnews.151623,28
ro,92,34,abcnews.151623,28
cs,93,116,abcnews.151623,32
de,93,125,abcnews.151623,32
ro,93,38,abcnews.151623,32
cs,94,117,abcnews.151623,33
de,94,126,abcnews.151623,33
ro,94,39,abcnews.151623,33
cs,95,119,abcnews.151623,35
de,95,128,abcnews.151623,35
ro,95,41,abcnews.151623,35
cs,96,120,abcnews.151623,36
de,96,129,abcnews.151623,36
ro,96,42,abcnews.151623,36
cs,97,122,abcnews.151623,38
de,97,131,abcnews.151623,38
ro,97,44,abcnews.151623,38
cs,98,123,abcnews.151623,39
de,98,132,abcnews.151623,39
ro,98,45,abcnews.151623,39
cs,99,124,abcnews.151623,40
de,99,133,abcnews.151623,40
ro,99,46,abcnews.151623,40
cs,100,127,abcnews.151623,43
de,100,136,abcnews.151623,43
ro,100,49,abcnews.151623,43
cs,101,128,abcnews.151623,44
de,101,137,abcnews.151623,44
ro,101,50,abcnews.151623,44
cs,102,129,abcnews.151623,45
de,102,138,abcnews.151623,45
ro,102,51,abcnews.151623,45
cs,103,130,abcnews.151623,46
de,103,139,abcnews.151623,46
ro,103,52,abcnews.151623,46
cs,104,131,abcnews.151623,47
de,104,140,abcnews.151623,47
ro,104,53,abcnews.151623,47
cs,105,132,abcnews.151623,48
de,105,141,abcnews.151623,48
ro,105,54,abcnews.151623,48
cs,106,133,abcnews.151623,49
de,106,142,abcnews.151623,49
ro,106,55,abcnews.151623,49
cs,107,135,abcnews.151623,51
de,107,144,abcnews.151623,51
ro,107,57,abcnews.151623,51
cs,108,136,abcnews.151623,52
de,108,145,abcnews.151623,52
ro,108,58,abcnews.151623,52
cs,109,137,abcnews.151623,53
de,109,146,abcnews.151623,53
ro,109,59,abcnews.151623,53
cs,110,138,abcnews.151623,54
de,110,147,abcnews.151623,54
ro,110,60,abcnews.151623,54
cs,111,139,abcnews.151623,55
de,111,148,abcnews.151623,55
ro,111,61,abcnews.151623,55
cs,112,140,abcnews.151623,56
de,112,149,abcnews.151623,56
ro,112,62,abcnews.151623,56
cs,113,141,abcnews.151623,57
de,113,150,abcnews.151623,57
ro,113,63,abcnews.151623,57
cs,114,142,abcnews.151623,58
de,114,151,abcnews.151623,58
ro,114,64,abcnews.151623,58
cs,115,143,abcnews.151623,59
de,115,152,abcnews.151623,59
ro,115,65,abcnews.151623,59
cs,116,212,bbc.184143,1
de,116,287,bbc.184143,1
ro,116,67,bbc.184143,1
cs,117,213,bbc.184143,2
de,117,288,bbc.184143,2
ro,117,68,bbc.184143,2
cs,118,214,bbc.184143,3
de,118,289,bbc.184143,3
ro,118,69,bbc.184143,3
cs,119,216,bbc.184143,5
de,119,291,bbc.184143,5
ro,119,71,bbc.184143,5
cs,120,217,bbc.184143,6
de,120,292,bbc.184143,6
ro,120,72,bbc.184143,6
cs,121,220,bbc.184143,9
de,121,295,bbc.184143,9
ro,121,75,bbc.184143,9
cs,122,231,bbc.184143,20
de,122,306,bbc.184143,20
ro,122,86,bbc.184143,20
cs,123,235,bbc.184189,2
de,123,310,bbc.184189,2
ro,123,90,bbc.184189,2
cs,124,236,bbc.184189,3
de,124,311,bbc.184189,3
ro,124,91,bbc.184189,3
cs,125,237,bbc.184189,4
de,125,312,bbc.184189,4
ro,125,92,bbc.184189,4
cs,126,238,bbc.184189,5
de,126,313,bbc.184189,5
ro,126,93,bbc.184189,5
cs,127,279,bbc.184507,1
de,127,354,bbc.184507,1
ro,127,94,bbc.184507,1
cs,128,281,bbc.184507,3
de,128,356,bbc.184507,3
ro,128,96,bbc.184507,3
cs,129,341,brisbanetimes.com.au.80482,1
de,129,421,brisbanetimes.com.au.80482,1
ro,129,98,brisbanetimes.com.au.80482,1
cs,130,346,brisbanetimes.com.au.80482,6
de,130,426,brisbanetimes.com.au.80482,6
ro,130,103,brisbanetimes.com.au.80482,6
cs,131,347,brisbanetimes.com.au.80482,7
de,131,427,brisbanetimes.com.au.80482,7
ro,131,104,brisbanetimes.com.au.80482,7
cs,132,348,brisbanetimes.com.au.80482,8
de,132,428,brisbanetimes.com.au.80482,8
ro,132,105,brisbanetimes.com.au.80482,8
cs,133,350,brisbanetimes.com.au.80482,10
de,133,430,brisbanetimes.com.au.80482,10
ro,133,107,brisbanetimes.com.au.80482,10
cs,134,351,brisbanetimes.com.au.80482,11
de,134,431,brisbanetimes.com.au.80482,11
ro,134,108,brisbanetimes.com.au.80482,11
cs,135,354,brisbanetimes.com.au.80482,14
de,135,434,brisbanetimes.com.au.80482,14
ro,135,111,brisbanetimes.com.au.80482,14
cs,136,386,cbsnews.99290,1
de,136,466,cbsnews.99290,1
ro,136,113,cbsnews.99290,1
cs,137,387,cbsnews.99290,2
de,137,467,cbsnews.99290,2
ro,137,114,cbsnews.99290,2
cs,138,389,cbsnews.99290,4
de,138,469,cbsnews.99290,4
ro,138,116,cbsnews.99290,4
cs,139,391,cbsnews.99290,6
de,139,471,cbsnews.99290,6
ro,139,118,cbsnews.99290,6
cs,140,393,cbsnews.99290,8
de,140,473,cbsnews.99290,8
ro,140,120,cbsnews.99290,8
cs,141,394,cbsnews.99290,9
de,141,474,cbsnews.99290,9
ro,141,121,cbsnews.99290,9
cs,142,395,cbsnews.99290,10
de,142,475,cbsnews.99290,10
ro,142,122,cbsnews.99290,10
cs,143,396,cbsnews.99290,11
de,143,476,cbsnews.99290,11
ro,143,123,cbsnews.99290,11
cs,144,398,cbsnews.99290,13
de,144,478,cbsnews.99290,13
ro,144,125,cbsnews.99290,13
cs,145,399,cbsnews.99290,14
de,145,479,cbsnews.99290,14
ro,145,126,cbsnews.99290,14
cs,146,400,cbsnews.99290,15
de,146,480,cbsnews.99290,15
ro,146,127,cbsnews.99290,15
cs,147,401,cbsnews.99290,16
de,147,481,cbsnews.99290,16
ro,147,128,cbsnews.99290,16
cs,148,402,cbsnews.99290,17
de,148,482,cbsnews.99290,17
ro,148,129,cbsnews.99290,17
cs,149,403,cbsnews.99290,18
de,149,483,cbsnews.99290,18
ro,149,130,cbsnews.99290,18
cs,150,406,cbsnews.99290,21
de,150,486,cbsnews.99290,21
ro,150,133,cbsnews.99290,21
cs,151,409,cbsnews.99290,24
de,151,489,cbsnews.99290,24
ro,151,136,cbsnews.99290,24
cs,152,413,cbsnews.99290,28
de,152,493,cbsnews.99290,28
ro,152,140,cbsnews.99290,28
cs,153,414,cbsnews.99290,29
de,153,494,cbsnews.99290,29
ro,153,141,cbsnews.99290,29
cs,154,415,cbsnews.99290,30
de,154,495,cbsnews.99290,30
ro,154,142,cbsnews.99290,30
cs,155,416,cbsnews.99290,31
de,155,496,cbsnews.99290,31
ro,155,143,cbsnews.99290,31
cs,156,417,cbsnews.99290,32
de,156,497,cbsnews.99290,32
ro,156,144,cbsnews.99290,32
cs,157,419,cbsnews.99290,34
de,157,499,cbsnews.99290,34
ro,157,146,cbsnews.99290,34
cs,158,422,cbsnews.99290,37
de,158,502,cbsnews.99290,37
ro,158,149,cbsnews.99290,37
cs,159,425,cbsnews.99290,40
de,159,505,cbsnews.99290,40
ro,159,152,cbsnews.99290,40
cs,160,426,cbsnews.99290,41
de,160,506,cbsnews.99290,41
ro,160,153,cbsnews.99290,41
cs,161,428,cbsnews.99290,43
de,161,508,cbsnews.99290,43
ro,161,155,cbsnews.99290,43
cs,162,429,cbsnews.99290,44
de,162,509,cbsnews.99290,44
ro,162,156,cbsnews.99290,44
cs,163,431,cbsnews.99290,46
de,163,511,cbsnews.99290,46
ro,163,158,cbsnews.99290,46
cs,164,432,cbsnews.99290,47
de,164,512,cbsnews.99290,47
ro,164,159,cbsnews.99290,47
cs,165,433,cbsnews.99290,48
de,165,513,cbsnews.99290,48
ro,165,160,cbsnews.99290,48
cs,166,447,csmonitor.com.17899,1
de,166,534,csmonitor.com.17899,1
ro,166,161,csmonitor.com.17899,1
cs,167,448,csmonitor.com.17899,2
de,167,535,csmonitor.com.17899,2
ro,167,162,csmonitor.com.17899,2
cs,168,450,csmonitor.com.17899,4
de,168,537,csmonitor.com.17899,4
ro,168,164,csmonitor.com.17899,4
cs,169,451,csmonitor.com.17899,5
de,169,538,csmonitor.com.17899,5
ro,169,165,csmonitor.com.17899,5
cs,170,452,csmonitor.com.17899,6
de,170,539,csmonitor.com.17899,6
ro,170,166,csmonitor.com.17899,6
cs,171,455,csmonitor.com.17899,9
de,171,542,csmonitor.com.17899,9
ro,171,169,csmonitor.com.17899,9
cs,172,456,csmonitor.com.17899,10
de,172,543,csmonitor.com.17899,10
ro,172,170,csmonitor.com.17899,10
cs,173,459,csmonitor.com.17899,13
de,173,546,csmonitor.com.17899,13
ro,173,173,csmonitor.com.17899,13
cs,174,460,csmonitor.com.17899,14
de,174,547,csmonitor.com.17899,14
ro,174,174,csmonitor.com.17899,14
cs,175,462,csmonitor.com.17899,16
de,175,549,csmonitor.com.17899,16
ro,175,176,csmonitor.com.17899,16
cs,176,463,csmonitor.com.17945,1
de,176,550,csmonitor.com.17945,1
ro,176,177,csmonitor.com.17945,1
cs,177,464,csmonitor.com.17945,2
de,177,551,csmonitor.com.17945,2
ro,177,178,csmonitor.com.17945,2
cs,178,465,csmonitor.com.17945,3
de,178,552,csmonitor.com.17945,3
ro,178,179,csmonitor.com.17945,3
cs,179,466,csmonitor.com.17945,4
de,179,553,csmonitor.com.17945,4
ro,179,180,csmonitor.com.17945,4
cs,180,467,csmonitor.com.17945,5
de,180,554,csmonitor.com.17945,5
ro,180,181,csmonitor.com.17945,5
cs,181,468,csmonitor.com.17945,6
de,181,555,csmonitor.com.17945,6
ro,181,182,csmonitor.com.17945,6
cs,182,469,csmonitor.com.17945,7
de,182,556,csmonitor.com.17945,7
ro,182,183,csmonitor.com.17945,7
cs,183,471,csmonitor.com.17945,9
de,183,558,csmonitor.com.17945,9
ro,183,185,csmonitor.com.17945,9
cs,184,472,csmonitor.com.17945,10
de,184,559,csmonitor.com.17945,10
ro,184,186,csmonitor.com.17945,10
cs,185,474,csmonitor.com.17945,12
de,185,561,csmonitor.com.17945,12
ro,185,188,csmonitor.com.17945,12
cs,186,475,csmonitor.com.17945,13
de,186,562,csmonitor.com.17945,13
ro,186,189,csmonitor.com.17945,13
cs,187,477,csmonitor.com.17945,15
de,187,564,csmonitor.com.17945,15
ro,187,191,csmonitor.com.17945,15
cs,188,478,csmonitor.com.17945,16
de,188,565,csmonitor.com.17945,16
ro,188,192,csmonitor.com.17945,16
cs,189,482,csmonitor.com.17945,20
de,189,569,csmonitor.com.17945,20
ro,189,196,csmonitor.com.17945,20
cs,190,483,csmonitor.com.17945,21
de,190,570,csmonitor.com.17945,21
ro,190,197,csmonitor.com.17945,21
cs,191,484,csmonitor.com.17945,22
de,191,571,csmonitor.com.17945,22
ro,191,198,csmonitor.com.17945,22
cs,192,486,csmonitor.com.17945,24
de,192,573,csmonitor.com.17945,24
ro,192,200,csmonitor.com.17945,24
cs,193,487,csmonitor.com.17945,25
de,193,574,csmonitor.com.17945,25
ro,193,201,csmonitor.com.17945,25
cs,194,489,csmonitor.com.17945,27
de,194,576,csmonitor.com.17945,27
ro,194,203,csmonitor.com.17945,27
cs,195,491,csmonitor.com.17945,29
de,195,578,csmonitor.com.17945,29
ro,195,205,csmonitor.com.17945,29
cs,196,493,csmonitor.com.17945,31
de,196,580,csmonitor.com.17945,31
ro,196,207,csmonitor.com.17945,31
cs,197,494,csmonitor.com.17945,32
de,197,581,csmonitor.com.17945,32
ro,197,208,csmonitor.com.17945,32
cs,198,495,csmonitor.com.17945,33
de,198,582,csmonitor.com.17945,33
ro,198,209,csmonitor.com.17945,33
cs,199,496,csmonitor.com.17945,34
de,199,583,csmonitor.com.17945,34
ro,199,210,csmonitor.com.17945,34
cs,200,497,csmonitor.com.17945,35
de,200,584,csmonitor.com.17945,35
ro,200,211,csmonitor.com.17945,35
cs,201,498,csmonitor.com.17945,36
de,201,585,csmonitor.com.17945,36
ro,201,212,csmonitor.com.17945,36
cs,202,499,csmonitor.com.17945,37
de,202,586,csmonitor.com.17945,37
ro,202,213,csmonitor.com.17945,37
cs,203,501,csmonitor.com.17945,39
de,203,588,csmonitor.com.17945,39
ro,203,215,csmonitor.com.17945,39
cs,204,502,csmonitor.com.17945,40
de,204,589,csmonitor.com.17945,40
ro,204,216,csmonitor.com.17945,40
cs,205,503,csmonitor.com.17945,41
de,205,590,csmonitor.com.17945,41
ro,205,217,csmonitor.com.17945,41
cs,206,504,csmonitor.com.17945,42
de,206,591,csmonitor.com.17945,42
ro,206,218,csmonitor.com.17945,42
cs,207,505,csmonitor.com.17945,43
de,207,592,csmonitor.com.17945,43
ro,207,219,csmonitor.com.17945,43
cs,208,507,csmonitor.com.17945,45
de,208,594,csmonitor.com.17945,45
ro,208,221,csmonitor.com.17945,45
cs,209,509,csmonitor.com.17945,47
de,209,596,csmonitor.com.17945,47
ro,209,223,csmonitor.com.17945,47
cs,210,511,dailymail.co.uk.117611,1
de,210,598,dailymail.co.uk.117611,1
ro,210,225,dailymail.co.uk.117611,1
cs,211,513,dailymail.co.uk.117611,3
de,211,600,dailymail.co.uk.117611,3
ro,211,227,dailymail.co.uk.117611,3
cs,212,514,dailymail.co.uk.117611,4
de,212,601,dailymail.co.uk.117611,4
ro,212,228,dailymail.co.uk.117611,4
cs,213,518,dailymail.co.uk.117611,8
de,213,605,dailymail.co.uk.117611,8
ro,213,232,dailymail.co.uk.117611,8
cs,214,519,dailymail.co.uk.117611,9
de,214,606,dailymail.co.uk.117611,9
ro,214,233,dailymail.co.uk.117611,9
cs,215,522,dailymail.co.uk.117611,12
de,215,609,dailymail.co.uk.117611,12
ro,215,236,dailymail.co.uk.117611,12
cs,216,523,dailymail.co.uk.117611,13
de,216,610,dailymail.co.uk.117611,13
ro,216,237,dailymail.co.uk.117611,13
cs,217,525,dailymail.co.uk.117611,15
de,217,612,dailymail.co.uk.117611,15
ro,217,239,dailymail.co.uk.117611,15
cs,218,529,dailymail.co.uk.117611,19
de,218,616,dailymail.co.uk.117611,19
ro,218,243,dailymail.co.uk.117611,19
cs,219,530,dailymail.co.uk.117611,20
de,219,617,dailymail.co.uk.117611,20
ro,219,244,dailymail.co.uk.117611,20
cs,220,531,dailymail.co.uk.117611,21
de,220,618,dailymail.co.uk.117611,21
ro,220,245,dailymail.co.uk.117611,21
cs,221,532,dailymail.co.uk.117611,22
de,221,619,dailymail.co.uk.117611,22
ro,221,246,dailymail.co.uk.117611,22
cs,222,534,dailymail.co.uk.117616,2
de,222,621,dailymail.co.uk.117616,2
ro,222,248,dailymail.co.uk.117616,2
cs,223,536,dailymail.co.uk.117616,4
de,223,623,dailymail.co.uk.117616,4
ro,223,250,dailymail.co.uk.117616,4
cs,224,537,dailymail.co.uk.117616,5
de,224,624,dailymail.co.uk.117616,5
ro,224,251,dailymail.co.uk.117616,5
cs,225,538,dailymail.co.uk.117616,6
de,225,625,dailymail.co.uk.117616,6
ro,225,252,dailymail.co.uk.117616,6
cs,226,543,dailymail.co.uk.117616,11
de,226,630,dailymail.co.uk.117616,11
ro,226,257,dailymail.co.uk.117616,11
cs,227,544,dailymail.co.uk.117616,12
de,227,631,dailymail.co.uk.117616,12
ro,227,258,dailymail.co.uk.117616,12
cs,228,545,dailymail.co.uk.117616,13
de,228,632,dailymail.co.uk.117616,13
ro,228,259,dailymail.co.uk.117616,13
cs,229,546,dailymail.co.uk.117616,14
de,229,633,dailymail.co.uk.117616,14
ro,229,260,dailymail.co.uk.117616,14
cs,230,548,dailymail.co.uk.117616,16
de,230,635,dailymail.co.uk.117616,16
ro,230,262,dailymail.co.uk.117616,16
cs,231,549,dailymail.co.uk.117616,17
de,231,636,dailymail.co.uk.117616,17
ro,231,263,dailymail.co.uk.117616,17
cs,232,550,dailymail.co.uk.117616,18
de,232,637,dailymail.co.uk.117616,18
ro,232,264,dailymail.co.uk.117616,18
cs,233,551,dailymail.co.uk.117616,19
de,233,638,dailymail.co.uk.117616,19
ro,233,265,dailymail.co.uk.117616,19
cs,234,552,dailymail.co.uk.117616,20
de,234,639,dailymail.co.uk.117616,20
ro,234,266,dailymail.co.uk.117616,20
cs,235,556,dailymail.co.uk.117660,4
de,235,643,dailymail.co.uk.117660,4
ro,235,270,dailymail.co.uk.117660,4
cs,236,558,dailymail.co.uk.117660,6
de,236,645,dailymail.co.uk.117660,6
ro,236,272,dailymail.co.uk.117660,6
cs,237,560,dailymail.co.uk.117660,8
de,237,647,dailymail.co.uk.117660,8
ro,237,274,dailymail.co.uk.117660,8
cs,238,561,dailymail.co.uk.117660,9
de,238,648,dailymail.co.uk.117660,9
ro,238,275,dailymail.co.uk.117660,9
cs,239,563,dailymail.co.uk.117660,11
de,239,650,dailymail.co.uk.117660,11
ro,239,277,dailymail.co.uk.117660,11
cs,240,564,dailymail.co.uk.117660,12
de,240,651,dailymail.co.uk.117660,12
ro,240,278,dailymail.co.uk.117660,12
cs,241,565,dailymail.co.uk.117660,13
de,241,652,dailymail.co.uk.117660,13
ro,241,279,dailymail.co.uk.117660,13
cs,242,567,dailymail.co.uk.117660,15
de,242,654,dailymail.co.uk.117660,15
ro,242,281,dailymail.co.uk.117660,15
cs,243,569,dailymail.co.uk.117660,17
de,243,656,dailymail.co.uk.117660,17
ro,243,283,dailymail.co.uk.117660,17
cs,244,570,dailymail.co.uk.117660,18
de,244,657,dailymail.co.uk.117660,18
ro,244,284,dailymail.co.uk.117660,18
cs,245,575,dailymail.co.uk.117660,23
de,245,662,dailymail.co.uk.117660,23
ro,245,289,dailymail.co.uk.117660,23
cs,246,576,dailymail.co.uk.117660,24
de,246,663,dailymail.co.uk.117660,24
ro,246,290,dailymail.co.uk.117660,24
cs,247,577,dailymail.co.uk.117660,25
de,247,664,dailymail.co.uk.117660,25
ro,247,291,dailymail.co.uk.117660,25
cs,248,951,euronews-en.68857,1
de,248,778,euronews-en.68857,1
ro,248,313,euronews-en.68857,1
cs,249,954,euronews-en.68857,4
de,249,781,euronews-en.68857,4
ro,249,316,euronews-en.68857,4
cs,250,956,euronews-en.68857,6
de,250,783,euronews-en.68857,6
ro,250,318,euronews-en.68857,6
cs,251,957,euronews-en.68857,7
de,251,784,euronews-en.68857,7
ro,251,319,euronews-en.68857,7
cs,252,958,euronews-en.68857,8
de,252,785,euronews-en.68857,8
ro,252,320,euronews-en.68857,8
cs,253,983,foxnews.49843,1
de,253,810,foxnews.49843,1
ro,253,322,foxnews.49843,1
cs,254,984,foxnews.49843,2
de,254,811,foxnews.49843,2
ro,254,323,foxnews.49843,2
cs,255,987,foxnews.49843,5
de,255,814,foxnews.49843,5
ro,255,326,foxnews.49843,5
cs,256,988,guardian.80536,1
de,256,838,guardian.80536,1
