HITId	WorkerId	Input.src	Input.trg	Input.item	sys_id	rid	type	sid	score	time
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	204	repeat	148	-0.0204061722573616	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	10	system	32	0.825108534820572	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	102	system	307	0.43487097770768	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	91	cal	183	-3.92278174338629	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	639	system	106	0.0446334205947872	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	582	system	92	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	290	system	313	0.304791792003382	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	497	system	49	0.499910570559828	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	152	system	263	0.43487097770768	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	295	ref	8	0.239752199151233	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	457	ref	189	0.174712606299085	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	21	system	226	-1.06103965789174	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	118	system	15	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	382	system	161	0.174712606299085	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	452	system	142	0.760068941968423	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	467	repeat	79	0.695029349116275	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	165	cal	250	0.43487097770768	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	678	system	11	0.109673013446936	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	257	system	330	0.564950163411977	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	420	system	27	0.825108534820572	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	247	ref	173	0.825108534820572	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	117	system	245	0.564950163411977	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	502	system	124	-0.0204061722573616	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	536	cal	203	-3.07726703630835	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	260	system	125	-3.1423066291605	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	588	system	62	-3.0122274434562	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	657	system	287	-0.345604136518105	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	551	system	323	-0.345604136518105	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	437	repeat	22	-0.215524950813808	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	525	system	168	-0.0204061722573616	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	40	system	58	0.304791792003382	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	146	system	154	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	249	system	178	0.43487097770768	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	215	system	218	0.109673013446936	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	236	repeat	52	-0.475683322222403	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	162	system	248	-1.32119802930034	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	501	ref	122	-0.540722915074552	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	424	system	41	-0.150485357961659	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	640	system	268	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	526	cal	153	-1.58135640070893	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	299	system	95	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	259	system	36	-0.540722915074552	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	37	system	291	-0.280564543665957	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	636	cal	274	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	417	system	163	-0.150485357961659	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	211	system	195	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	367	system	132	-0.0854457651095103	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	350	ref	115	0.825108534820572	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	142	system	93	0.239752199151233	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	170	repeat	33	-3.53254418627339	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	460	system	183	0.0446334205947872	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	334	system	10	-0.0204061722573616	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	522	cal	313	-0.410643729370254	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	500	repeat	307	0.109673013446936	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	230	system	72	0.174712606299085	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	4	system	126	0.43487097770768	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	358	ref	32	0.825108534820572	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	210	system	148	0.174712606299085	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	605	system	8	0.369831384855531	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	624	system	109	0.499910570559828	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	354	ref	27	0.825108534820572	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	533	system	327	0.369831384855531	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	357	system	189	-0.0204061722573616	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	388	system	280	-0.215524950813808	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	53	repeat	11	0.43487097770768	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	175	system	250	0.369831384855531	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	567	cal	330	0.629989756264126	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	3	system	246	0.109673013446936	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	561	system	43	0.499910570559828	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	288	system	79	0.174712606299085	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	364	system	203	-3.46750459342125	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	93	system	22	-0.540722915074552	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	203	repeat	168	-0.670802100778849	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	520	cal	287	-3.33742540771695	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	473	system	173	-0.800881286483147	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	428	system	201	0.499910570559828	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	517	system	120	0.239752199151233	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	16	system	94	0.564950163411977	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	244	system	171	-0.345604136518105	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A3KVU2C809DOK5	en	de	ad	trans.de	511	ref	323	0.43487097770768	708
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	71	system	151	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	197	system	52	-0.120674330490653	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	276	system	329	0.384564412304351	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	52	system	122	0.850938636422817	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	351	cal	248	-0.548184035932579	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	237	repeat	268	-0.509319517256041	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	650	ref	178	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	433	system	216	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	512	system	153	0.345699893627813	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	663	system	278	0.42342893098089	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	676	repeat	93	0.501157968333968	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	333	system	334	-0.548184035932579	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	575	system	33	-0.509319517256041	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	298	cal	36	-1.75298411490528	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	529	system	274	0.501157968333968	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	163	system	257	-0.664777591962196	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	393	system	284	0.229106337598196	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	439	system	115	0.229106337598196	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	510	ref	291	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	459	system	81	0.501157968333968	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	204	repeat	148	-0.159538849167192	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	10	system	32	0.967532192452433	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	102	system	307	-0.081809811814114	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	91	cal	183	-0.276132405196808	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	639	system	106	-1.6752550775522	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	582	system	92	-0.353861442549885	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	290	system	313	0.812074117746278	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	497	system	49	-0.625913073285657	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	152	system	263	0.695480561716662	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	295	ref	8	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	457	ref	189	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	21	system	226	-0.159538849167192	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	118	system	15	-0.314996923873347	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	382	system	161	-0.548184035932579	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	452	system	142	0.229106337598196	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	467	repeat	79	-0.703642110638734	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	165	cal	250	-1.13115181608066	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	678	system	11	-1.13115181608066	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	257	system	330	0.267970856274735	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	420	system	27	-0.159538849167192	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	247	ref	173	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	117	system	245	-0.081809811814114	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	502	system	124	0.540022487010506	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	536	cal	203	-0.276132405196808	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	260	system	125	-0.703642110638734	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	588	system	62	-0.0429452931375752	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	657	system	287	0.42342893098089	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	551	system	323	1.12299026715859	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	437	repeat	22	-0.276132405196808	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	525	system	168	-1.75298411490528	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	40	system	58	-0.703642110638734	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	146	system	154	-0.703642110638734	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	249	system	178	-0.703642110638734	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	215	system	218	0.306835374951274	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	236	repeat	52	0.306835374951274	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	162	system	248	0.656616043040123	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	501	ref	122	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	424	system	41	0.384564412304351	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	640	system	268	-0.314996923873347	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	526	cal	153	-0.625913073285657	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	299	system	95	-0.625913073285657	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	259	system	36	-0.625913073285657	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	37	system	291	-0.19840336784373	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	636	cal	274	-0.625913073285657	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	417	system	163	-0.936829222697967	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	211	system	195	0.617751524363584	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	367	system	132	0.345699893627813	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	350	ref	115	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	142	system	93	-0.237267886520269	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	170	repeat	33	-1.51979700284605	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	460	system	183	0.345699893627813	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	334	system	10	-0.237267886520269	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	522	cal	313	-0.276132405196808	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	500	repeat	307	-0.353861442549885	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	230	system	72	0.42342893098089	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	4	system	126	-0.470454998579502	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	358	ref	32	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	210	system	148	-0.19840336784373	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	605	system	8	-0.664777591962196	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	624	system	109	-0.664777591962196	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	354	ref	27	2.09460323407206	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	533	system	327	-0.509319517256041	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	357	system	189	0.656616043040123	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	388	system	280	1.04526122980551	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	53	repeat	11	-0.509319517256041	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	175	system	250	-0.509319517256041	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	567	cal	330	-0.509319517256041	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	3	system	246	0.42342893098089	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	561	system	43	0.42342893098089	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	288	system	79	-1.05342277872758	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	364	system	203	-1.01455826005104	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	93	system	22	-1.01455826005104	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	203	repeat	168	-0.820235666668351	462
