HITId	WorkerId	Input.src	Input.trg	Input.item	sys_id	rid	type	sid	score	time
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	298	cal	36	1	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	529	system	274	59	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	163	system	257	29	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	393	system	284	52	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	439	system	115	52	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	510	ref	291	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	459	system	81	59	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	204	repeat	148	42	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	10	system	32	71	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	102	system	307	44	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	91	cal	183	39	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	639	system	106	3	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	582	system	92	37	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	290	system	313	67	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	497	system	49	30	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	152	system	263	64	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	295	ref	8	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	457	ref	189	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	21	system	226	42	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	118	system	15	38	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	382	system	161	32	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	452	system	142	52	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	467	repeat	79	28	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	165	cal	250	17	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	678	system	11	17	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	257	system	330	53	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	420	system	27	42	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	247	ref	173	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	117	system	245	44	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	502	system	124	60	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	536	cal	203	39	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	260	system	125	28	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	588	system	62	45	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	657	system	287	57	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	551	system	323	75	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	437	repeat	22	39	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	525	system	168	1	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	40	system	58	28	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	146	system	154	28	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	249	system	178	28	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	215	system	218	54	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	236	repeat	52	54	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	162	system	248	63	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	501	ref	122	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	424	system	41	56	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	640	system	268	38	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	526	cal	153	30	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	299	system	95	30	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	259	system	36	30	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	37	system	291	41	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	636	cal	274	30	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	417	system	163	22	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	211	system	195	62	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	367	system	132	55	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	350	ref	115	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	142	system	93	40	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	170	repeat	33	7	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	460	system	183	55	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	334	system	10	40	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	522	cal	313	39	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	500	repeat	307	37	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	230	system	72	57	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	4	system	126	34	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	358	ref	32	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	210	system	148	41	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	605	system	8	29	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	624	system	109	29	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	354	ref	27	100	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	533	system	327	33	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	357	system	189	63	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	388	system	280	73	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	53	repeat	11	33	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	175	system	250	33	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	567	cal	330	33	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	3	system	246	57	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	561	system	43	57	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	288	system	79	19	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	364	system	203	20	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	93	system	22	20	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	203	repeat	168	25	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	520	cal	287	32	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	473	system	173	36	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	428	system	201	24	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	517	system	120	39	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	16	system	94	17	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	244	system	171	16	462
3L7SUC0TTUUNMJMEKT63QPDPVH20MI	A1LV4DHF5NX26Z	en	de	ad	trans.de	511	ref	323	100	462
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	562	system	0	86	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	535	system	185	82	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	11	system	16	82	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	252	system	150	88	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	47	ref	237	99	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	13	repeat	176	100	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	297	cal	130	28	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	401	system	227	95	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	550	system	35	68	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	109	system	87	92	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	164	system	68	55	613
3XD2A6FGFNU8G8NW4MLIV9DOQAF9SG	A3KVU2C809DOK5	en	de	ad	trans.de	272	system	212	86	613
