sequence_id	sent_id	system_id	annot_id	ucca_annot_id	lang	timestamp	source	target	reference	align	bleu	ucca_node_count	ucca_H	mteval_A	mteval_B	mteval_O	mteval_R	mteval_G	mteval_M
191	291	NMT	de_all1	amittaic	de	2017-04-10 12:58:35.482474	"Transport for London is not amused by this flyposting "" vandalism "" ."	"Der Transport für London ist von diesem Flyer - Posting "" Vandalismus "" nicht amüsiert ."	Transport for London findet diesen Plakatier- &quot; Vandalismus &quot; nicht lustig .	0-0 0-1 1-2 2-3 3-4 6-5 7-6 8-7 8-8 8-9 9-10 10-11 12-12 4-13 5-14	0.101237	12	1	4	0	1	1	6	0
190	290	NMT	de_all1	amittaic	de	2017-04-10 12:55:42.378019	This September , a swarm of arms dealers will be descending on the DLR ... Customers are requested to help stop the arms fair .	In diesem September wird ein Schwarm der Waffenhändler am DLR absteigen . Kunden werden gebeten , die Waffenmesse zu stoppen .	Im September wird ein Schwarm von Waffenhändlern mit der DLR fahren ... Kunden werden gebeten , beim Stopp der Waffenmesse zu helfen .	0-0 0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-7 11-8 11-9 11-10 11-11 11-12 11-13 12-8 12-9 12-10 12-11 12-12 12-13 13-8 13-9 13-10 13-11 13-12 13-13 14-8 14-9 14-10 14-11 14-12 14-13 15-8 15-9 15-10 15-11 15-12 15-13 16-8 16-9 16-10 16-11 16-12 16-13 17-14 17-17 19-14 19-17 21-16 18-18 20-19 24-20	0.284354	34	2	12	0	0	0	22	0
189	289	NMT	de_all1	amittaic	de	2017-04-10 12:54:23.939976	Cluster bombs !	Streubomben !	Streubomben !	0-0 1-0 2-1	1.0	5	1	3	0	0	0	2	0
188	288	NMT	de_all1	amittaic	de	2017-04-10 12:54:09.946018	Horrific killer drones !	Grausame Killer - Drohnen !	Schreckliche Mörder @-@ Drohnen !	0-0 1-1 2-2 2-3 3-4	0.359304	6	1	3	0	0	0	3	0
187	287	NMT	de_all1	amittaic	de	2017-04-10 12:53:52.767464	Watch Amnesty International 's anti - arms fair video .	Sehen Sie sich das Anti - Waffen - Video von Amnesty International an .	Amnesty International Anti @-@ Waffen Messen @-@ Video ansehen .	0-0 3-3 4-4 5-5 5-7 6-6 8-8 1-9 1-10 2-11 2-12 9-13	0.143779	11	1	4	0	0	0	7	0
186	286	NMT	de_all1	amittaic	de	2017-04-10 12:53:23.049016	The adverts shaming Britain 's arms trade	Die Werbespots erschütterten den britischen Waffenhandel	Die Anzeigen beschämen Großbritanniens Waffenhandel	0-0 0-3 1-1 1-2 1-4 2-1 2-2 2-4 5-5 6-5	0.244462	11	1	4	0	0	1	6	0
185	285	NMT	de_all1	amittaic	de	2017-04-10 12:52:31.372616	Illegal torture equipment - right on your doorstep !	Illegale Foltergeräte - direkt vor Ihrer Haustür !	Illegale Foltergeräte - direkt vor Ihrer Haustür !	0-0 1-1 2-1 3-2 4-3 5-4 6-5 7-6 8-7	1.0	11	1	4	0	0	0	7	0
184	284	NMT	de_all1	amittaic	de	2017-04-10 12:52:00.493508	Simon Jenkins certainly thinks so .	Simon Jenkins denkt jedenfalls so .	Simon Jenkins denkt sicher so .	0-0 1-1 1-3 2-1 2-3 3-2 4-4 5-5	0.488923	6	1	2	0	0	0	4	0
183	283	NMT	de_all1	amittaic	de	2017-04-10 12:51:44.922309	It 's fair enough not to give Cameron a free pass on Europe , allowing him to take Labour 's support for granted in the referendum campaign , as McDonnell has said .	Es ist fair genug , Cameron keinen freien Pass auf Europa zu geben , damit er die Unterstützung der Labour - Partei im Rahmen des Referendums in Anspruch nehmen kann , wie es McDonnell gesagt hat .	Es ist richtig , Cameron keine Freikarte für Europa zu geben , die ihm erlaubt , Labours Unterstützung in der Referendumskampagne für eine Selbstverständlichkeit zu halten , wie McDonnell es sagte .	0-0 1-1 2-2 3-3 7-5 8-6 9-7 10-8 11-9 12-10 5-11 6-12 13-13 14-14 15-15 19-16 20-17 18-18 23-22 24-24 21-25 16-27 17-28 27-30 28-31 29-33 29-35 30-33 30-35 31-34 32-36	0.143728	44	2	10	4	1	2	27	0
182	282	NMT	de_all1	amittaic	de	2017-04-09 21:02:06.979110	Hilary 's struggle was more attractive .	Hilary Kampf war attraktiver .	Hilarys Kampf war noch attraktiver .	0-0 2-1 3-2 4-3 5-3 6-4	0.369903	10	1	4	0	0	0	6	0
181	281	NMT	de_all1	amittaic	de	2017-04-09 21:01:48.348969	He says he 'd like us to stay in a reformed EU .	Er sagt , er möchte , dass wir in einer reformierten EU bleiben .	Er sagt , dass wir in einer reformierten EU bleiben sollten .	0-0 1-1 2-3 3-4 8-8 9-9 4-10 5-10 10-10 6-11 11-11 7-12 12-13	0.647545	17	1	5	0	0	0	12	0
180	280	NMT	de_all1	amittaic	de	2017-04-09 21:01:18.413347	Corbyn 's official position on Europe is what I will kindly call evolving .	Der offizielle Standpunkt von Corbyn zu Europa ist das , was ich gerne weiterentwickeln werde .	Corbyns offizielle Position zu Europa ist - ich drücke es mal freundlich aus - in der Entwicklung .	2-1 3-2 0-3 0-4 4-5 5-6 6-7 7-10 8-11 10-12 12-13 9-14 13-15	0.145321	19	1	4	2	0	2	11	0
179	279	NMT	de_all1	amittaic	de	2017-04-09 20:59:54.940040	They included the medley of tax - shy rascals , phone - hacking foreigners and pseudo non - doms who own most of our great newspapers .	Sie umfassten das Medley von Steuerscheußrasseln , Phone - Hacker - Ausländern und Pseudo - Nichtwissen , die die meisten unserer großen Zeitungen besitzen .	Dazu gehörte das Medley von Steuer @-@ fürchtenden @-@ Schurken , Telefon @-@ hackenden Ausländern und den Pseudo Nicht @-@ Inländern , die die meisten unserer großen Zeitungen besitzen .	0-0 1-1 2-2 3-3 4-4 5-5 6-5 7-5 8-5 16-5 17-5 18-5 19-5 9-6 10-7 11-8 11-10 12-9 13-11 14-12 15-13 21-18 21-19 22-18 22-19 23-20 24-21 25-22 20-23 26-24	0.356181	35	1	10	3	2	4	16	0
178	278	NMT	de_all1	amittaic	de	2017-04-09 20:57:17.052663	For all his foolishness Ed Miliband knew who his enemies were .	Für alle seine Dummheit Ed Miliband wusste , wer seine Feinde waren .	Bei all seiner Verrücktheit wusste Ed Miliband , wer seine Feinde waren .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-8 8-9 9-10 10-11 11-12	0.491327	15	1	5	0	0	1	9	0
177	277	NMT	de_all1	amittaic	de	2017-04-09 20:56:12.045932	So some such ministers may even be planning to make deliberately unhelpful remarks , SNP - style , during the UK 's 2017 referendum campaign to hasten the Brexit process , my pal suggests .	So mancher solcher Minister könnte sogar planen , absichtlich unhilfreiche Bemerkungen , SNP - Stil , während der britischen Volksbefragung 2017 zu machen , um den Brexit Prozess zu verhageln , meint mein Kollege .	Daher planen möglicherweise einige solche Minister sogar absichtlich nicht hilfreiche Anmerkungen , ganz im SNP @-@ Stil , während Großbritanniens Referendumskampagne 2017 , um den Brexit @-@ Prozess zu beschleunigen , vermutet mein Freund .	0-0 1-1 2-2 3-3 4-4 5-5 7-6 10-8 11-9 12-10 13-11 14-12 15-13 16-14 17-15 18-16 19-17 20-18 23-19 22-20 8-21 9-22 26-24 26-29 27-25 28-26 29-27 25-28 31-32 32-33 34-34	0.16777	41	1	11	0	0	1	29	0
176	276	NMT	de_all1	amittaic	de	2017-04-09 20:54:02.143087	He is a fading force too .	Er ist auch eine verblassende Kraft .	Er ist auch eine verblassende Kraft .	0-0 1-1 5-2 2-3 3-4 4-5 6-6	1.0	9	1	3	0	0	0	6	0
175	275	NMT	de_all1	amittaic	de	2017-04-09 20:53:45.188746	France 's François Hollande is facing re - election or replacement in 2017 .	Frankreichs François Hollande steht vor einer Wiederwahl oder Ablösung 2017 .	Frankreichs François Hollande blickt auf seine Wiederwahl oder seine Ersetzung im Jahr 2017 .	0-0 2-1 3-2 3-4 3-5 5-2 5-4 5-5 4-3 6-6 7-6 8-6 9-7 10-8 11-9 12-9 13-10	0.218084	18	1	6	1	0	1	10	0
174	274	NMT	de_all1	amittaic	de	2017-04-09 20:52:38.764650	It 's all about me .	Es geht alles um mich .	Es geht immer um mich .	0-0 1-1 2-2 3-3 4-4 5-5	0.488923	7	1	2	1	0	1	3	0
173	273	NMT	de_all1	amittaic	de	2017-04-09 20:51:50.835899	We could even call it Dave and George 's selfie agenda .	Wir könnten ihn sogar Dave und George ' s selfie Agenda nennen .	Wir könnten es auch Dave und Georges Selfie @-@ Agenda nennen .	0-0 1-1 2-3 5-4 6-5 7-6 8-7 8-8 9-9 10-10 3-11 11-12	0.240221	15	1	4	0	0	1	10	0
172	272	NMT	de_all1	amittaic	de	2017-04-09 20:50:27.935147	In Brighton for its annual bean , the TUC decided it didn 't want them either if they eroded social protection .	In Brighton für seine jährliche Bohne , entschied der TUC , dass sie auch nicht wollten , wenn sie den sozialen Schutz erodieren .	In Brighton entschied die TUC auf ihrer Jahresversammlung , dass es diese auch nicht mag , wenn sie den sozialen Schutz gefährden .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 8-7 8-9 9-7 9-9 7-8 14-12 15-13 12-14 13-15 16-17 17-18 18-19 18-22 19-20 20-21 21-23	0.312085	29	3	10	0	0	0	19	0
171	271	NMT	de_all1	amittaic	de	2017-04-09 20:47:33.563777	Foreigners have their Corbyns and Nigel Farages too .	Auch Ausländer haben ihre Corbyns und Nigel Farages .	Ausländer haben auch ihre Corbyns und Nigel Farages .	0-1 1-2 2-3 3-4 4-5 5-6 6-7 7-7 8-8	0.707107	11	1	4	0	0	0	7	0
170	270	NMT	de_all1	amittaic	de	2017-04-09 20:46:53.706345	I feel very bad about it , I am so sorry .	Ich fühle mich sehr schlecht daran , es tut mir so leid .	Ich fühle mich sehr schlecht dabei . Es tut mir so leid .	0-0 1-1 1-2 2-3 3-4 4-5 5-7 10-8 10-9 10-11 9-10 11-12	0.616261	17	2	7	0	0	1	9	0
169	269	NMT	de_all1	amittaic	de	2017-04-09 20:41:46.398355	For me it was not possible to see the moment .	Für mich war es nicht möglich , den Moment zu sehen .	Für mich war es nicht möglich , den Augenblick zu sehen .	0-0 1-1 3-2 2-3 4-4 5-5 6-6 6-9 8-7 9-8 7-10 10-11	0.761161	17	1	7	0	0	0	10	0
168	268	NMT	de_all1	amittaic	de	2017-04-09 20:41:15.270653	It is never the intention of our players to injure an opponent .	Es ist nie die Absicht unserer Spieler , einen Gegner zu verletzen .	Es ist nie die Absicht unserer Spieler , einen Gegner zu verletzen .	0-0 1-1 2-2 3-3 4-4 6-5 7-6 8-7 8-10 10-8 11-9 9-11 12-12	1.0	19	1	7	0	0	0	12	0
167	267	NMT	de_all1	amittaic	de	2017-04-09 20:39:28.496571	If any player goes off with this kind of injury , everybody is very sad about it .	Wenn ein Spieler mit dieser Art von Verletzungen abgeht , ist jeder sehr traurig darüber .	Wenn ein Spieler mit dieser Art von Verletzung den Platz verlässt , sind alle sehr traurig darüber .	0-0 1-1 2-2 3-2 4-2 5-3 6-4 7-5 8-6 9-7 9-8 10-9 11-11 13-12 14-13 15-14 16-14 17-15	0.507355	23	2	8	0	0	0	15	0
166	266	NMT	de_all1	amittaic	de	2017-04-09 20:38:43.108515	"Phillip Cocu , the PSV coach , said : "" It 's a very bad injury "" ."	"Phillip Cocu , der PSV - Coach , sagte : "" Es ist eine sehr schlechte Verletzung "" ."	Phillip Cocu , der PSV @-@ Trainer , sagte : &quot; Es ist eine sehr schlimme Verletzung . &quot;	0-0 1-1 2-2 3-3 4-4 4-5 5-6 6-7 7-8 8-9 9-10 10-11 11-12 12-13 13-14 14-15 15-16 17-17 17-18 16-18	0.435949	17	1	6	0	2	0	9	0
165	265	NMT	de_all1	amittaic	de	2017-04-09 20:37:27.323107	The England defender will have an added incentive to recover with the European Championship in France next June .	Der Englands Verteidiger wird einen zusätzlichen Anreiz haben , sich im kommenden Juni mit der Europameisterschaft in Frankreich zu erholen .	Der England @-@ Verteidiger hat mit der Europameisterschaft in Frankreich einen zusätzlichen Anreiz , sich bis zum kommenden Juni zu erholen .	0-0 1-1 2-2 3-3 5-4 6-5 7-6 16-11 17-12 10-13 11-14 12-15 13-15 14-16 15-17 8-18 9-19 18-20	0.359913	27	1	9	0	1	0	17	0
164	264	NMT	de_all1	amittaic	de	2017-04-09 20:35:13.289750	Related : Manchester United suffer Luke Shaw blow in defeat at PSV	Beziehung : Manchester United erleidet Luke Shaw Schlag bei Niederlage bei PSV	Hierauf bezogen : Manchester United erleidet den Verlust von Luke Shaw bei der Niederlage beim PSV	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 8-10 10-8 10-10 9-9 11-11	0.260547	14	1	5	0	0	1	8	0
163	263	NMT	de_all1	amittaic	de	2017-04-09 20:34:11.185107	It was a very bad tackle with two legs .	Es war ein sehr schlechter Umgang mit zwei Beinen .	Es war ein sehr schlimmer Angriff mit beiden Beinen .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9	0.417226	13	1	4	0	0	1	8	0
162	262	NMT	de_all1	amittaic	de	2017-04-09 20:33:18.351435	Moreno appeared fortunate to escape a red card and the concession of a spot - kick .	Moreno schien das Glück , einer Roten Karte und der Konzession eines Spot - Kick zu entkommen .	Moreno schien glücklich , einer Roten Karte und der Verhängung eines Elfmeters entkommen zu sein .	0-0 1-1 2-3 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-11 13-12 14-13 15-14 3-15 4-16 16-17	0.373998	25	3	9	1	2	2	11	0
161	261	NMT	de_all1	amittaic	de	2017-04-09 20:30:44.435733	I hope he can play again this season .	Ich hoffe , dass er in dieser Saison wieder spielen kann .	Ich hoffe , dass er diese Saison wieder spielen kann .	0-0 1-1 1-3 2-4 6-6 7-7 5-8 4-9 3-10 8-11	0.670342	12	1	4	0	0	0	8	0
160	260	NMT	de_all1	amittaic	de	2017-04-09 20:30:14.365550	He was crying .	Er weinte .	Er weinte .	0-0 1-1 2-1 3-2	1.0	6	1	3	0	0	0	3	0
159	259	NMT	de_all1	amittaic	de	2017-04-09 20:29:58.586012	It is awful - a boy who comes to Manchester United at 18 , has it very difficult and then plays fantastically and then this happens .	Es ist furchtbar - ein Junge , der mit 18 Jahren zu Manchester United kommt , hat es sehr schwierig und spielt dann fantastisch und dann passiert das .	Es ist schrecklich - ein Junge , der mit 18 zu Manchester United kommt , es sehr schwer hat und dann fantastisch spielt , und dann geschieht das .	0-0 1-1 2-2 3-3 4-4 5-5 12-9 12-10 8-11 9-12 6-13 10-13 11-13 7-14 13-15 14-16 15-17 16-18 17-19 18-20 20-21 19-22 21-23 22-24 23-25 25-26 26-28	0.446785	31	4	11	0	0	0	20	0
158	258	NMT	de_all1	amittaic	de	2017-04-09 20:28:38.899677	He will be transferred tomorrow or maybe a day later and then operated on in Manchester .	Er wird morgen oder vielleicht einen Tag später übertragen und dann in Manchester operiert .	Er wird morgen oder vielleicht einen Tag später verlegt und dann in Manchester operiert .	0-0 1-1 2-1 4-2 5-3 6-4 7-5 8-6 9-7 3-8 10-9 11-10 14-11 15-12 12-13 13-13 16-14	0.815355	24	2	9	0	0	1	14	0
157	257	NMT	de_all1	amittaic	de	2017-04-09 20:27:16.761783	"Van Gaal said : "" He has a double leg fracture and is in hospital "" ."	"Van Gaal sagte : "" Er hat eine doppelte Beinfraktur und ist im Krankenhaus "" ."	Van Gaal sagte : &quot; Er hat eine doppelte Beinfraktur und liegt im Krankenhaus . &quot;	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-9 11-10 12-11 13-12 14-13 16-14 16-15 15-15	0.541193	20	3	8	0	0	0	12	0
156	256	NMT	de_all1	amittaic	de	2017-04-09 20:26:39.610676	While this left the full - back in tears and will rule him out for at least six months , Louis van Gaal remains hopeful Shaw could play again this season .	Während dies den Volltreffer in Tränen ausließ und ihn für mindestens ein halbes Jahr ausschließen wird , bleibt Louis van Gaal weiterhin hoffnungsvoll Shaw könnte in dieser Saison wieder spielen .	Während dies den linken Außenverteidiger zum Weinen brachte und ihn für mindestens sechs Monate vom Spielen ausschließen wird , gibt Louis van Gaal die Hoffnung nicht auf , dass Shaw wieder in dieser Saison spielen kann .	0-0 1-1 3-2 5-3 7-4 8-5 8-6 9-7 12-8 14-9 15-10 16-10 17-12 17-13 18-12 18-13 11-14 10-15 19-16 20-18 21-19 22-20 22-21 23-20 23-21 24-22 25-23 26-24 29-26 30-27 28-28 27-29 31-30	0.208361	36	4	10	1	0	3	22	0
155	255	NMT	de_all1	amittaic	de	2017-04-09 20:23:44.791512	Manchester United 's Luke Shaw out for months with double fracture	Manchester United Luke Shaw out seit Monaten mit Doppelfraktur	Luke Shaw von Manchester United kann monatelang wegen doppelter Fraktur nicht spielen	0-0 1-1 3-2 4-3 5-4 6-5 7-6 8-7 9-8 10-8	0.167359	14	1	3	2	0	2	7	0
154	254	NMT	de_all1	amittaic	de	2017-04-09 20:22:14.406125	All that stuff sure does take a toll .	Alles , was das Zeug hält , macht eine Maut .	All das fordert sicher seinen Tribut .	0-0 1-3 2-4 6-8 3-9 4-9 5-9 7-9 8-10	0.12606	10	1	1	3	0	4	2	0
153	253	NMT	de_all1	amittaic	de	2017-04-09 20:21:26.400590	The actor ( left ) , pictured with his son Redmond ( right ) , has had a stressful few years .	Der Schauspieler ( links ) , gespickt mit seinem Sohn Redmond ( rechts ) , hat ein stressiger paar Jahre gehabt .	Der Schauspieler ( links ) , im Bild mit seinem Sohn Redmond ( rechts ) , hatte einige stressige Jahre .	0-0 1-1 2-2 3-3 4-4 5-5 6-6 7-7 8-8 9-9 10-10 11-11 12-12 13-13 14-14 15-15 16-15 17-16 18-17 19-18 20-19 21-21	0.566444	24	1	9	0	1	1	13	0
152	252	NMT	de_all1	amittaic	de	2017-04-09 20:20:05.939437	Stars who lost their mojo	Stars , die ihren Mojo verloren	Stars , die ihren Glücksbringer verloren haben	0-0 1-0 3-3 4-4 4-5	0.544676	10	1	5	0	1	0	4	0
151	251	NMT	de_all1	amittaic	de	2017-04-09 20:19:13.298399	It has warned markets to be ready for a hike but indications are they also believe the odds are against such a move .	Sie hat die Märkte gewarnt , für eine Wanderung bereit zu sein , aber sie glauben auch , dass die Chancen gegen einen solchen Schritt sind .	Sie hat die Märkte gewarnt , sich auf eine Erhöhung einzustellen , aber die Anzeichen deuten darauf hin , dass die Chancen gegen einen solchen Schritt gut sind .	0-0 1-1 3-2 3-3 2-4 7-6 8-7 9-8 6-9 4-10 5-11 10-13 13-14 15-15 15-18 14-16 16-19 17-20 18-20 19-21 20-23 22-24 23-26	0.460427	36	3	10	3	1	5	17	0
150	250	NMT	de_all1	amittaic	de	2017-04-09 20:13:57.565646	However the Fed cannot ignore the less rosy global outlook .	Allerdings kann die Fed die weniger rosigen globalen Aussichten nicht ignorieren .	Jedoch kann die Fed den weniger rosigen Ausblick auf globale Verhältnisse nicht ignorieren .	0-0 1-2 2-3 5-4 6-5 7-6 8-7 9-8 3-9 4-10 10-11	0.263856	14	1	4	0	0	0	10	0
148	248	NMT	de_all1	amittaic	de	2017-04-09 20:10:45.264786	It 's a historical event because it 's been seven years since the Fed cut rates to zero .	Es ist ein historisches Ereignis , weil es sieben Jahre her ist , seit die Fed die Zinsen auf null gesenkt hat .	Es ist ein historisches Ereignis , weil es sieben Jahre her ist , seit die Fed Zinsen auf NULL setzte .	0-0 1-1 2-2 3-3 4-4 5-6 6-7 9-8 10-9 10-10 11-13 12-14 13-15 13-16 14-15 14-16 15-17 16-18 17-19 18-22	0.72741	27	2	9	0	0	0	18	0
147	247	NMT	de_all1	amittaic	de	2017-04-09 17:56:59.864622	Decision time on interest rates for US Federal Reserve	Entscheidung über die Zinsen für die US - Notenbank	Zeit der Entscheidung über Zinssätze für die US @-@ Notenbank	0-0 2-1 4-2 4-3 3-3 5-4 6-6 7-7 8-8	0.290526	14	1	5	0	0	1	8	0
146	246	NMT	de_all1	amittaic	de	2017-04-09 17:55:29.810845	Others injured will receive half that amount .	Andere Verletzte erhalten die Hälfte dieses Betrags .	Andere Verletzte erhalten die Hälfte dieses Betrags .	0-0 1-1 2-2 3-2 4-3 4-4 5-5 6-6 7-7	1.0	13	1	6	0	0	0	7	0
145	245	NMT	de_all1	amittaic	de	2017-04-09 17:55:00.334187	Officials ordered one million riyals ( £ 174,000 ) be paid to the relatives of those killed , and the same amount to those permanently injured .	Die Beamten bestellten eine Million Riyals ( 174.000 Euro ) an die Angehörigen der Getöteten , und den gleichen Betrag an diejenigen , die dauerhaft verletzt wurden .	Regierungsvertreter ordneten an , dass 1 Million Rial ( £ 174.000 ) an die Angehörigen der Getöteten zu zahlen sind und die gleiche Summe an dauerhaft Verletzte .	0-0 0-1 1-2 2-3 3-4 4-5 5-6 6-7 6-8 6-10 7-7 7-8 7-10 11-7 11-8 11-10 8-9 12-11 13-12 14-13 15-14 16-14 17-15 18-16 19-17 20-18 21-19 22-20 23-21 23-23 24-24 25-25 25-26 26-27	0.240908	34	3	11	2	0	3	18	0
144	244	NMT	de_all1	amittaic	de	2017-04-09 17:52:19.971997	Officials said 158 people remain in hospital .	Die Beamten sagten , 158 Menschen bleiben im Krankenhaus .	Beamte sagten , dass 158 Menschen im Krankenhaus bleiben .	0-0 0-1 1-2 2-4 3-5 4-6 5-7 6-8 7-9	0.259654	12	1	5	0	1	0	6	0
143	243	NMT	de_all1	amittaic	de	2017-04-09 17:51:48.332172	The royal decree also blamed the group for not using up - to - date safety measures and failing to coordinate with meteorological officials .	Das königliche Dekret machte auch die Gruppe dafür verantwortlich , keine aktuellen Sicherheitsmaßnahmen zu nutzen und sich nicht mit meteorologischen Beamten zu koordinieren .	Das Königliche Dekret tadelte auch die Gruppe wegen nicht aktueller Sicherheitsmaßnahmen und weil sie nicht mit Meteorologen kooperiert habe .	0-0 1-1 2-2 2-3 2-4 3-2 3-3 3-4 4-2 4-3 4-4 5-5 6-6 7-7 8-10 15-12 17-15 18-17 21-18 22-19 23-20 19-21 20-22 24-23	0.13048	30	3	10	0	0	0	20	0
142	242	NMT	de_all1	amittaic	de	2017-04-09 17:50:32.285348	Binladin Group has not released any statements about the crane collapse and its representatives have not been made available for comment .	Binladin Group hat keine Aussagen über den Kraneinsturz veröffentlicht und seine Vertreter wurden nicht für eine Stellungnahme zur Verfügung gestellt .	Die Bin @-@ Laden @-@ Gruppe hat keine Aussagen über den Zusammenbruch de Krans herausgegeben , und ihre Vertreter standen für eine Stellungnahme nicht zur Verfügung .	0-0 1-1 2-2 3-3 5-3 6-4 7-5 8-6 9-7 10-7 11-9 12-10 13-11 14-12 16-12 15-13 19-14 20-16 21-20	0.239126	32	2	11	0	1	0	20	0
141	241	NMT	de_all1	amittaic	de	2017-04-09 17:49:05.914344	The news agency 's English service did not report that detail , but did say leaders of the company have been banned from travelling abroad .	Der englische Dienst der Nachrichtenagentur hat nicht über dieses Detail berichtet , sondern hat Führungspersönlichkeiten der Firma verboten , ins Ausland zu reisen .	Der englischsprachige Service der Nachrichtenagentur berichtete dieses Detail nicht , sagte aber , dass der Führung des Unternehmens Auslandsreisen verboten seien .	0-0 4-1 5-2 5-4 6-5 7-6 8-7 8-10 9-8 10-9 11-11 12-12 13-13 14-14 15-14 17-15 18-16 21-17 22-17 24-19 24-20 23-22 25-23	0.104352	36	2	9	3	1	5	18	0
140	240	NMT	de_all1	amittaic	de	2017-04-09 17:46:29.972142	Today , King Salman said the Binladin Group should not have left the crane 's arm up when it was not in use .	Heute sagte König Salman , dass die Binladin Group nicht den Arm des Krans verlassen hätte , wenn es nicht im Einsatz war .	Heute sagte König Salman , die Bin @-@ Laden @-@ Gruppe hätte den Arm des Krans nicht stehenlassen sollen , als er nicht benutzt wurde .	0-0 2-2 3-3 3-5 4-3 4-5 5-6 6-7 7-8 9-9 12-10 15-11 8-13 11-14 17-17 18-18 20-19 21-20 22-21 23-23	0.291802	32	1	6	4	0	4	18	0
